Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000025708.14	11943	6693	4385	8107	6056	3616	5580	8691
ENSG00000025770.19	710	3303	1363	1158	1319	1719	1202	1733
ENSG00000025772.8	1279	1019	725	638	719	721	765	556
ENSG00000025796.14	1719	4011	3821	3327	4319	3295	3290	2692
ENSG00000025800.14	1936	1841	2653	2134	2046	2229	1408	1923
ENSG00000026025.16	12784	14087	21969	15555	30227	40519	13986	31595
ENSG00000026036.23	337	704	159	188	129	164	27	180
ENSG00000026103.25	509	645	849	1522	1753	1573	1324	2083
ENSG00000026297.17	2034	1923	1059	3303	1863	2129	1037	2347
ENSG00000026508.21	3928	8821	2649	10662	14493	7694	11879	11959
ENSG00000026559.14	25	11	1	0	5	20	7	13
ENSG00000026652.15	732	678	142	185	788	1075	408	731
ENSG00000026751.17	728	1494	789	3154	365	938	312	1511
ENSG00000026950.17	3135	2554	1159	3938	3265	5681	1743	4731
ENSG00000027001.10	168	273	299	278	355	382	462	392
ENSG00000027075.18	707	1230	1221	995	3744	4376	1449	2369
ENSG00000027644.5	22	7	20	6	0	1	0	9
ENSG00000027697.16	1999	3312	5650	5294	6509	7404	4112	6328
ENSG00000027847.14	1089	859	816	591	743	702	389	606
ENSG00000027869.13	693	365	79	310	279	151	76	666
ENSG00000028116.18	322	525	414	611	618	348	453	391
ENSG00000028137.19	1850	2441	961	2020	5698	4380	3379	4587
ENSG00000028203.19	1281	2622	2933	2590	2509	3223	1548	2043
ENSG00000028277.22	159	375	95	519	293	386	197	367
ENSG00000028310.18	1491	4794	2619	1148	1298	2067	898	1524
ENSG00000028528.15	3106	4272	2263	2680	6548	6822	4670	4970
ENSG00000028839.10	248	407	326	306	332	475	196	366
ENSG00000029153.15	1226	283	76	529	466	286	81	278
ENSG00000029363.17	1353	5231	2326	5755	4755	5222	4717	4317
ENSG00000029364.12	1774	3052	3725	2173	2335	2098	1415	1482
ENSG00000029534.22	96	52	14	23	49	47	24	21
ENSG00000029559.7	143	15	116	44	1	2	3	0
ENSG00000029639.11	157	270	272	217	224	272	132	246
ENSG00000029725.17	353	473	475	641	1012	500	630	353
ENSG00000029993.15	1617	8216	1555	1716	512	558	811	387
ENSG00000030066.14	766	2337	1050	1611	1754	1937	1474	1193
ENSG00000030110.14	753	634	757	973	665	656	423	633
ENSG00000030304.15	0	10	4	10	165	118	76	128
ENSG00000030419.17	87	591	191	798	310	298	374	252
ENSG00000030582.19	27034	14439	20445	23641	23383	21308	14075	16235
ENSG00000031003.11	236	953	808	838	1285	1370	1051	986
ENSG00000031081.11	968	922	872	1635	5451	5049	3295	3524
ENSG00000031691.7	76	218	128	320	229	234	173	167
ENSG00000031698.13	2898	2733	3003	3217	4034	5747	3034	4489
ENSG00000031823.14	1912	2660	2946	1327	1903	2640	1674	2178
ENSG00000032219.19	222	1534	655	1126	1641	1357	1340	1117
ENSG00000032389.13	582	658	652	633	500	710	372	461
ENSG00000032444.17	2297	2446	2451	1794	4846	4650	3735	3621
ENSG00000032742.18	118	303	193	206	494	697	681	547
ENSG00000033011.14	692	576	857	879	537	488	371	393
ENSG00000033030.16	537	947	602	784	758	1164	619	909
ENSG00000033050.9	373	177	185	245	370	420	284	323
ENSG00000033100.17	4491	1321	1768	2468	2352	1607	1221	1387
ENSG00000033122.21	17	57	15	41	15	66	5	24
ENSG00000033170.17	1217	958	4966	2404	1169	695	585	608
ENSG00000033178.13	448	1950	705	1684	1346	1459	909	1108
ENSG00000033327.13	558	966	416	1077	3466	2183	2717	2255
ENSG00000033627.18	1657	1965	1444	1860	2576	2833	2090	2568
ENSG00000033800.14	1063	1289	861	1400	2464	1939	1649	1536
ENSG00000033867.18	292	3154	604	1494	1033	812	558	937
ENSG00000034053.15	715	789	188	196	336	391	123	402
ENSG00000034152.20	1831	1649	2800	1101	3076	1785	2815	2502
ENSG00000034239.11	64	100	6	24	43	175	1240	265
ENSG00000034510.6	24826	18014	14093	11486	28495	34963	16375	27029
ENSG00000034533.12	215	287	222	339	234	429	134	256
ENSG00000034677.13	531	13884	2407	4779	3365	3354	2519	3426
ENSG00000034693.15	300	498	333	448	531	479	431	414
ENSG00000034713.8	1437	1521	772	1329	2975	4169	2190	2555
ENSG00000034971.17	0	0	3	0	89	264	365	484
ENSG00000035115.22	690	1871	1363	2009	1483	1688	1745	1874
ENSG00000035141.10	1417	1354	936	860	621	764	481	694
ENSG00000035403.18	4339	3484	2808	3827	6906	7041	2613	4356
ENSG00000035499.13	208	362	143	155	9	22	15	39
ENSG00000035664.11	138	740	239	286	1716	2622	1879	2729
ENSG00000035681.10	1130	1550	962	1064	1342	1421	799	990
ENSG00000035687.10	981	1878	1776	2493	1778	1875	1318	1402
ENSG00000035720.8	15	72	12	115	60	101	78	135
ENSG00000035862.13	24404	8491	9875	5094	22095	20727	12653	10416
ENSG00000035928.17	1433	2031	1407	1856	1972	2242	1607	1681
ENSG00000036054.13	696	1013	693	3127	1450	1750	1091	1196
ENSG00000036257.14	826	1553	1337	1387	2070	1530	1775	1351
ENSG00000036448.10	11	7	29	24	75	51	170	126
ENSG00000036473.9	1	0	0	1	230	189	27	50
ENSG00000036530.9	26	36	24	40	62	140	22	71
ENSG00000036549.13	717	1322	711	1511	1139	1502	794	947
ENSG00000036565.15	2	7	4	7	1	3	5	3
ENSG00000036672.16	107	122	175	135	141	98	211	214
ENSG00000036828.17	1	155	73	1812	5	14	10	2
ENSG00000037042.9	1100	543	858	507	793	1200	419	921
ENSG00000037241.7	320	376	269	313	303	313	211	294
ENSG00000037280.16	797	775	150	295	2421	4495	1060	2917
ENSG00000037474.15	1748	2190	3722	2098	1662	2508	1404	1363
ENSG00000037637.11	1212	1063	1394	879	1041	1289	790	934
ENSG00000037749.13	568	1215	707	956	2126	1853	960	1081
ENSG00000037757.14	517	425	646	357	520	924	327	528
ENSG00000037897.17	474	316	331	385	188	186	148	162
ENSG00000037965.6	84	12	3	5	15	24	3	3
ENSG00000038002.9	408	679	666	1944	556	812	401	415
ENSG00000038210.14	439	1560	496	1376	1416	946	1651	988
ENSG00000038219.13	1133	2092	1022	1978	2723	1780	1621	1394
ENSG00000038274.18	1085	2213	1398	2519	2930	4088	2234	2856
ENSG00000038295.8	93	177	23	39	1124	1310	147	264
ENSG00000038358.15	2365	1389	1208	1197	1828	1276	1169	1268
ENSG00000038382.23	2936	2086	4850	2286	4310	3315	2251	2116
ENSG00000038427.16	9166	9324	20497	7232	5683	1857	1360	1109
ENSG00000038532.17	834	1275	1505	1223	1564	1082	1011	1158
ENSG00000038945.15	1776	3490	967	8074	7456	4075	4592	4442
ENSG00000039068.20	8005	8704	14054	10368	3447	1830	5008	2585
ENSG00000039123.16	671	1779	1065	1671	1664	2059	1476	1151
ENSG00000039139.11	16	415	264	215	45	68	1712	140
ENSG00000039319.17	341	1939	535	1286	1730	1362	1314	824
ENSG00000039523.20	5628	2103	870	1002	4178	5628	2303	4522
ENSG00000039537.16	12	183	5	18	101	136	1044	229
ENSG00000039560.14	1827	1801	4344	8664	3208	2379	2486	2075
ENSG00000039600.11	5	6	2	5	0	2	10	0
ENSG00000039650.12	2292	1114	1739	617	1331	1424	818	1135
ENSG00000039987.7	0	4	0	0	0	2	1	0
ENSG00000040199.18	225	409	90	299	412	559	342	414
ENSG00000040275.17	262	469	316	412	181	417	113	229
ENSG00000040341.18	558	1464	964	1365	1220	1089	710	866
ENSG00000040487.13	1439	793	799	311	385	544	288	484
ENSG00000040531.16	754	606	519	551	816	831	469	700
ENSG00000040608.14	136	398	575	310	94	227	87	140
ENSG00000040633.13	798	711	793	812	785	997	557	667
ENSG00000040731.10	11	5	0	0	8	8	9	5
ENSG00000040933.17	697	1565	743	1549	1809	1539	856	1324
ENSG00000041353.10	118	754	1053	2859	681	397	596	542
ENSG00000041357.16	2941	3514	2934	2701	2906	3642	1794	3062
ENSG00000041515.16	29	12	2	7	76	29	25	36
ENSG00000041802.11	892	1490	1524	682	1120	1903	820	1238
ENSG00000041880.15	1558	920	894	652	929	858	673	978
ENSG00000041982.17	1486	13561	75561	1032	2439	1406	2291	1402
ENSG00000041988.16	506	360	526	332	271	652	182	360
ENSG00000042062.13	213	764	120	52	239	133	82	536
ENSG00000042088.14	133	744	968	322	263	372	245	353
ENSG00000042286.15	774	548	624	532	611	632	439	592
ENSG00000042304.14	0	0	0	0	0	0	0	0
ENSG00000042317.17	184	406	595	244	237	558	219	338
ENSG00000042429.12	224	157	219	224	183	345	111	222
ENSG00000042445.14	1555	790	1215	1550	2266	1239	1452	1705
ENSG00000042493.16	5217	6544	3305	6858	5495	8559	3370	5909
ENSG00000042753.12	2272	1411	1185	1526	2200	2425	1334	1682
ENSG00000042781.14	6	3	1	2	4	19	7	9
ENSG00000042813.8	1	0	0	2	3	1	7	2
ENSG00000042832.12	6	55	31	17	9	23	29	19
ENSG00000042980.14	675	2214	612	2307	251	415	308	442
ENSG00000043039.7	19	238	230	24	13	8	45	21
ENSG00000043093.15	295	917	597	974	1009	1148	773	922
ENSG00000043143.22	1075	887	1121	1277	3031	2880	1799	2290
ENSG00000043355.12	47	19	61	2	3	0	0	0
ENSG00000043462.13	1489	2257	1009	3008	2133	2068	1757	2757
ENSG00000043514.17	381	564	657	2063	275	727	344	431
ENSG00000043591.6	8	31	19	15	602	838	455	1604
ENSG00000044012.4	0	0	0	0	1	3	0	1
ENSG00000044090.13	6957	1634	1303	2541	1015	1226	719	1023
ENSG00000044115.21	6571	10649	10620	9464	14152	13727	9833	9511
ENSG00000044446.12	1309	812	659	884	851	970	518	833
ENSG00000044459.15	185	390	87	308	532	478	373	360
ENSG00000044524.11	40	208	158	333	555	918	65	413
ENSG00000044574.9	36901	18708	37162	22692	15935	10894	11998	9932
ENSG00000046604.15	2746	1782	7647	2873	1522	659	1900	722
ENSG00000046647.15	440	439	830	400	489	953	497	663
ENSG00000046651.16	734	2059	2680	1230	916	1755	1056	1412
ENSG00000046653.15	83	121	74	132	685	1033	710	836
ENSG00000046774.10	212	2	0	0	0	0	0	0
ENSG00000046889.19	95	819	33	112	2281	2519	896	1456
ENSG00000047056.18	531	724	146	816	1037	1084	479	809
ENSG00000047188.16	470	1598	898	1089	1374	1555	815	1282
ENSG00000047230.15	455	882	1559	871	523	1030	571	666
ENSG00000047249.18	1240	1037	738	1138	1352	1337	1080	1084
ENSG00000047315.17	2088	2546	2149	2800	2532	2909	1647	1854
ENSG00000047346.13	336	1773	1063	1030	1395	1340	1046	1188
ENSG00000047365.13	650	1146	367	1169	1827	1324	1886	1713
ENSG00000047410.14	2864	5435	4546	6223	4074	3004	2517	2387
ENSG00000047457.14	86	2676	45492	32589	186	149	1719	252
ENSG00000047578.14	744	739	667	796	868	842	932	792
ENSG00000047579.20	599	823	607	618	519	712	406	558
ENSG00000047597.7	83	144	373	408	77	91	181	77
ENSG00000047617.18	25	22	2	3	253	449	62	185
ENSG00000047621.12	672	731	390	1446	569	725	422	565
ENSG00000047634.15	304	531	58	427	615	883	287	922
ENSG00000047644.20	1614	1343	4336	2033	5722	3057	3728	3412
ENSG00000047648.23	137	103	78	116	860	1443	597	980
ENSG00000047662.5	30	33	2	14	12	30	7	27
ENSG00000047849.22	7533	4255	4334	4447	11821	12262	6385	8161
ENSG00000047932.14	898	1579	869	1865	1526	1937	929	1117
ENSG00000047936.11	1	3630	3797	4064	6191	786	4912	3142
ENSG00000048028.12	947	1673	1899	1278	675	746	444	544
ENSG00000048052.25	202	467	296	287	1818	1551	159	518
ENSG00000048140.18	1263	1109	882	875	1411	1596	871	1285
ENSG00000048162.22	418	233	258	227	243	315	178	254
ENSG00000048342.18	390	375	243	319	958	668	1187	615
ENSG00000048392.13	271	4013	492	2021	3015	1932	2202	1407
ENSG00000048405.11	255	456	313	775	1060	818	884	827
ENSG00000048462.11	6	117	2	262	3	65	3	27
ENSG00000048471.14	756	967	675	1445	1792	1115	1056	1004
ENSG00000048540.16	61	2099	1722	4083	2980	1051	2480	2051
ENSG00000048544.7	1694	1311	929	1403	1209	1301	746	894
ENSG00000048545.18	0	0	0	0	0	0	0	0
ENSG00000048649.14	1632	2896	3578	2043	2118	1970	1710	1337
ENSG00000048707.15	1227	2220	1112	2243	3852	2856	2170	2123
ENSG00000048740.19	586	1963	561	2339	5785	3143	3784	3779
ENSG00000048828.18	3365	5180	3268	4512	6429	4002	4199	3110
ENSG00000048991.18	516	1213	694	866	797	696	301	515
ENSG00000049089.15	2107	4842	485	531	323	279	398	308
ENSG00000049130.16	153	1418	1652	4703	3385	4260	2535	2616
ENSG00000049167.16	154	457	156	267	291	411	193	286
ENSG00000049192.15	113	80	42	42	247	291	38	96
ENSG00000049239.13	4093	2737	3220	2070	6353	4737	4067	3831
ENSG00000049245.13	2299	2340	3142	2951	4881	8171	3054	4912
ENSG00000049246.15	483	1586	1268	512	371	1735	373	404
ENSG00000049247.14	180	148	133	219	96	102	36	52
ENSG00000049249.10	108	139	129	564	301	13	222	113
ENSG00000049283.19	464	822	296	49	4	74	84	34
ENSG00000049323.16	1752	2658	1952	985	4405	5338	1261	2429
ENSG00000049449.10	2227	1518	1596	963	1880	2109	947	1590
ENSG00000049540.19	901	1263	264	722	8391	13174	4081	7991
ENSG00000049541.11	693	481	495	500	573	683	531	622
ENSG00000049618.25	1494	2657	1272	1843	3278	2502	2466	2214
ENSG00000049656.14	3211	10097	17174	5705	3800	3466	3313	3148
ENSG00000049759.20	590	1514	1658	1134	3995	3702	5450	3581
ENSG00000049768.18	160	281	84	240	21	32	25	69
ENSG00000049769.14	214	134	372	116	245	286	218	234
ENSG00000049860.14	3779	4597	3245	4770	4990	5652	3003	4314
ENSG00000049883.15	206	412	175	275	217	465	143	239
ENSG00000050030.16	13	252	4	8	56	29	83	31
ENSG00000050130.18	917	1553	1635	1334	1271	1564	1006	1192
ENSG00000050165.19	2186	797	1200	887	9127	7991	3217	5671
ENSG00000050327.15	422	266	486	792	1019	414	940	637
ENSG00000050344.9	641	507	214	1650	502	561	202	467
ENSG00000050393.12	746	901	690	1389	1490	1082	1199	1008
ENSG00000050405.14	1842	2038	1377	2271	4416	6191	2456	3565
ENSG00000050426.16	1110	1490	637	1332	1119	2734	858	1705
ENSG00000050438.17	71	1930	40	823	178	176	293	269
ENSG00000050555.19	69	299	159	58	1768	2327	321	1899
ENSG00000050628.21	126	112	62	40	191	290	213	57
ENSG00000050730.16	22	75	15	84	483	34	86	131
ENSG00000050748.18	942	2820	1056	974	1938	1715	1442	1393
ENSG00000050767.18	37	89	21	23	58	167	146	132
ENSG00000050820.17	5032	2444	1611	1001	3132	3904	1734	2469
ENSG00000051009.11	1294	1707	1592	1142	1532	1818	1173	1675
ENSG00000051108.15	3079	4198	3159	7581	4274	5721	2532	5199
ENSG00000051128.19	1000	1293	848	246	528	1111	191	419
ENSG00000051180.17	215	152	195	163	33	30	26	49
ENSG00000051341.15	372	211	186	230	29	36	12	52
ENSG00000051382.10	621	1173	1000	1415	1382	952	1110	742
ENSG00000051523.12	8148	4646	1372	4841	7581	8096	4848	9679
ENSG00000051596.10	486	424	927	638	148	276	270	215
ENSG00000051620.11	1482	777	794	663	1761	1467	1519	1578
ENSG00000051825.15	282	481	434	705	380	377	234	312
ENSG00000052126.17	1162	1015	1038	1066	1198	1302	1333	993
ENSG00000052344.16	18245	2627	4553	2161	1807	2042	2170	1996
ENSG00000052723.12	160	1360	865	1168	1242	1206	622	721
ENSG00000052749.15	934	643	562	1055	816	648	809	1360
ENSG00000052795.13	398	3120	2542	2368	4177	2420	3736	2294
ENSG00000052802.13	448	1323	2866	1358	3082	1471	3853	2772
ENSG00000052841.16	1705	3055	2076	2672	2600	3603	1784	2770
ENSG00000052850.8	57	5	1	0	7	5	6	5
ENSG00000053108.18	4	283	55	65	22	43	111	110
ENSG00000053254.16	1044	2487	3014	2071	4015	2146	2567	2063
ENSG00000053328.9	38	36	8	33	192	130	54	74
ENSG00000053371.14	1601	1489	1519	1011	1282	1515	1220	1156
ENSG00000053372.5	1267	736	1140	681	795	1198	564	702
ENSG00000053438.11	47	79	17	26	41	33	73	28
ENSG00000053501.15	469	523	817	366	370	805	351	525
ENSG00000053524.13	28	36	20	26	92	57	51	64
ENSG00000053702.15	95	87	13	186	100	240	64	155
ENSG00000053747.17	10377	374	73	3973	4558	4874	3106	3588
ENSG00000053770.12	478	1715	1046	1317	1174	1424	709	958
ENSG00000053900.11	437	1808	384	1154	890	1647	725	1231
ENSG00000053918.20	362	1117	633	237	1738	1048	1662	1031
ENSG00000054116.12	1442	1198	1414	1224	1482	2133	982	1548
ENSG00000054118.15	3037	4697	3850	3551	4286	4944	3383	3791
ENSG00000054148.18	1882	928	966	491	1293	1045	796	1067
ENSG00000054179.12	74	601	58	48	24	82	38	41
ENSG00000054219.11	142	420	357	627	332	418	413	572
ENSG00000054267.22	651	2137	955	2218	2457	1888	1737	1527
ENSG00000054277.14	69	214	596	189	264	205	195	103
ENSG00000054282.16	925	872	985	1012	1100	997	1192	948
ENSG00000054356.14	20	6	47	12	1	2	18	1
ENSG00000054392.13	228	464	471	151	327	301	201	228
ENSG00000054523.20	1294	1775	1458	1896	2261	1915	1774	1736
ENSG00000054598.9	379	212	1516	82	2565	1244	838	746
ENSG00000054611.14	885	1034	1241	1006	1708	1645	1138	1314
ENSG00000054654.20	1891	8015	5434	2902	4620	5299	4536	4242
ENSG00000054690.14	216	1345	432	72	108	99	147	133
ENSG00000054793.14	685	1241	2052	1767	2025	1664	2113	1047
ENSG00000054796.13	0	0	0	0	0	0	0	0
ENSG00000054803.4	48	33	0	13	735	167	45	94
ENSG00000054938.17	26	102	24	15	137	36	43	27
ENSG00000054965.11	1933	1331	2042	1907	2431	1979	1464	1544
ENSG00000054967.13	602	588	769	515	504	368	373	633
ENSG00000054983.17	969	1777	2426	2217	2321	1750	1847	1627
ENSG00000055044.11	834	1427	950	1491	801	950	831	795
ENSG00000055070.17	3985	2516	3155	2325	5011	3676	3075	2965
ENSG00000055118.18	12	35	38	29	427	247	140	272
ENSG00000055130.18	1411	1099	1048	2051	2426	2659	2280	2494
ENSG00000055147.19	259	563	517	761	861	1049	552	676
ENSG00000055163.21	200	1544	1199	1238	1701	1138	1121	1363
ENSG00000055208.20	1390	2736	2204	2757	3062	2939	2874	2404
ENSG00000055211.14	910	1095	1135	775	2119	2459	1509	1801
ENSG00000055332.19	1234	3379	1062	2458	2898	2841	2947	1804
ENSG00000055483.20	1978	1546	1757	1242	2047	2088	1442	2449
ENSG00000055609.21	1611	2327	879	3470	3976	2358	2422	2349
ENSG00000055732.13	519	1032	10	68	323	604	182	585
ENSG00000055813.6	12	14	20	71	253	261	220	179
ENSG00000055917.17	1511	4320	1726	4575	4511	5024	3627	3624
ENSG00000055950.17	1169	888	1216	1172	1302	1777	1030	1193
ENSG00000055955.17	11	4	3	4	15	17	2	23
ENSG00000055957.11	0	4	0	5	22	17	3	12
ENSG00000056050.7	343	382	340	482	532	721	314	494
ENSG00000056097.16	969	1882	2818	3580	2608	3171	2325	2031
ENSG00000056277.16	114	254	135	190	194	174	164	156
ENSG00000056291.19	11	15	17	2	2	23	2	5
ENSG00000056487.17	5	5	2	0	5	27	10	6
ENSG00000056558.11	351	1089	1447	992	606	797	438	1202
ENSG00000056586.16	715	1369	721	1523	2613	1991	1475	1520
ENSG00000056736.10	263	2021	143	634	182	282	205	264
ENSG00000056972.21	785	1029	660	619	1055	1100	845	857
ENSG00000056998.21	297	156	49	46	52	39	125	41
ENSG00000057019.16	4920	1172	11472	3408	2137	1053	1497	1174
ENSG00000057149.16	104	155	3	0	2	0	3	0
ENSG00000057252.13	1340	3114	1049	3455	1847	1743	1806	1789
ENSG00000057294.19	1177	43	261	24	137	28	103	58
ENSG00000057468.7	1	1	6	5	5	12	3	9
ENSG00000057593.14	5	379	13	2	4	4	9	2
ENSG00000057608.18	4154	5413	4489	9776	6699	7662	4251	5808
ENSG00000057657.17	881	831	636	829	1342	727	398	1102
ENSG00000057663.16	648	982	1077	1131	1255	1413	867	1141
ENSG00000057704.13	339	363	218	243	2010	1794	418	705
ENSG00000057757.10	1493	1008	1904	961	1185	2073	1221	1483
ENSG00000057935.14	1065	1288	598	762	980	1210	687	988
ENSG00000058056.10	142	878	309	492	1305	724	924	762
ENSG00000058063.17	714	1973	1143	2192	2651	1989	1813	1585
ENSG00000058085.15	87120	827	9766	2042	2699	2494	3438	2110
ENSG00000058091.17	795	448	487	592	1157	1251	828	805
ENSG00000058262.11	14979	9282	11075	11396	9130	7082	4675	5512
ENSG00000058272.19	740	1756	1036	2204	3257	3183	1491	2161
ENSG00000058335.16	152	556	846	1054	2063	600	3008	1315
ENSG00000058404.21	4	472	14	7	13	26	24	9
ENSG00000058453.17	1397	1549	1120	699	1366	2700	1939	2183
ENSG00000058600.16	969	1223	1034	901	1145	1117	815	1060
ENSG00000058668.16	1914	4545	1016	4734	9341	6088	5132	5625
ENSG00000058673.17	14	38	10	46	30	55	14	40
ENSG00000058729.11	280	574	752	700	668	982	460	572
ENSG00000058799.15	641	1015	1014	1122	714	822	565	680
ENSG00000058804.12	441	991	1022	1047	558	724	351	426
ENSG00000058866.15	44	61	260	50	277	255	132	182
ENSG00000059122.17	1183	960	1702	1096	1543	2316	1190	3452
ENSG00000059145.19	428	530	580	295	449	611	302	396
ENSG00000059377.19	870	815	391	1116	1391	1328	882	1211
ENSG00000059378.13	1461	1312	609	2012	1720	2989	1566	2228
ENSG00000059573.9	2818	1855	2144	3843	1286	1168	751	788
ENSG00000059588.10	1489	2319	1222	2273	1324	1970	639	1475
ENSG00000059691.12	273	272	355	325	448	566	332	416
ENSG00000059728.11	489	838	1525	881	3029	664	1915	1430
ENSG00000059758.8	485	1161	596	1188	2561	2921	1204	1871
ENSG00000059769.20	301	357	204	219	251	360	222	318
ENSG00000059804.18	1360	2785	3480	2103	5286	3946	7089	13533
ENSG00000059915.17	193	54	169	163	86	103	153	136
ENSG00000060069.18	920	965	764	681	1196	1198	792	962
ENSG00000060138.13	5163	2995	3970	1998	10719	7637	8711	12692
ENSG00000060140.9	444	66	64	110	91	67	68	43
ENSG00000060237.19	7182	4908	3320	20466	11352	6187	6461	5106
ENSG00000060303.5	0	0	0	0	0	0	0	0
ENSG00000060339.14	1225	2739	1206	2914	1852	2376	1230	1619
ENSG00000060491.17	1962	5442	1982	1458	2233	3422	1811	3096
ENSG00000060558.4	612	585	1269	932	820	472	859	808
ENSG00000060566.14	2	8	0	2	0	0	3	4
ENSG00000060642.12	475	313	944	387	420	586	381	421
ENSG00000060656.20	1800	2352	1651	352	2024	1241	2436	1487
ENSG00000060688.13	1001	1009	1412	964	783	1121	572	729
ENSG00000060709.17	6	181	23	4	18	34	19	6
ENSG00000060718.22	12922	369	6152	3786	4	10	20	7
ENSG00000060749.17	318	1488	942	1285	994	1122	748	697
ENSG00000060762.20	618	1198	902	1318	1505	1478	862	1416
ENSG00000060971.19	1689	926	818	1453	2078	2102	1389	2092
ENSG00000060982.15	1367	1175	511	11216	2047	834	325	1364
ENSG00000061273.18	4661	3559	3681	2502	5808	8376	2972	5994
ENSG00000061337.16	639	638	73	170	871	470	138	378
ENSG00000061455.11	103	244	62	79	525	761	284	558
ENSG00000061492.12	0	0	1	0	0	0	0	1
ENSG00000061656.11	402	295	635	301	69	119	64	212
ENSG00000061676.16	1822	4157	2557	3583	5221	5340	3640	3303
ENSG00000061794.13	1185	1133	579	1849	1070	1242	754	894
ENSG00000061918.14	460	525	1134	423	1194	1725	464	819
ENSG00000061936.10	1736	1597	1074	1205	1569	2540	1026	2134
ENSG00000061938.21	3575	2073	2092	1323	1994	3055	1402	2411
ENSG00000061987.16	780	1856	1039	2049	2164	2426	1373	1720
ENSG00000062038.15	7265	1893	3062	2083	373	102	254	174
ENSG00000062096.15	1	3	5	0	6	7	0	5
ENSG00000062194.16	1139	3030	1957	2390	2879	3591	2292	3192
ENSG00000062282.15	261	504	21	305	307	36	234	138
ENSG00000062370.17	88	145	117	167	145	180	91	79
ENSG00000062485.19	2509	3180	3342	4394	3650	3473	2454	2978
